Velocity
0.06857327
0.04333916
0.0412907
0.03939304
0.03768751
0.03624801
0.03520074
0.03435871
0.03372872
0.03330137
0.03306388
0.03300241
0.03310176
0.02427596
0.02586389
0.02740644
0.02890572
0.03036379
0.03178273
0.03316454
0.0345112
0.03582463
0.03710674
0.03835937
0.03958434
0.04078344
0.04195841
0.04311099
0.04424284
0.04535564
0.04645103
0.0475306
0.04859595
0.04964863
0.05069019
0.05172216
0.05274605
0.05376336
0.05477557
0.05578414
0.05679056
0.05779627
0.05880272
0.05981138
0.06082371
0.06184118
0.06286524
0.06389738
0.06493909
0.06599189
0.0670573
0.06813688
0.0692322
0.0703449
0.07147664
0.07262909
0.07380402
0.07500321
0.07622854
0.0774819
0.07876533
0.08008086
0.0814307
0.08281709
0.08424246
0.08570926
0.08722013
0.08877786
0.09038537
0.09204578
0.09376239
0.09553873
0.09737855
0.0992859
0.1012651
0.1033206
0.1054576
0.1076814
0.1099977
0.1124129
0.1149336
0.1175674
0.1203224
0.1232073
0.1262318
0.1294065
0.132743
0.1362542
0.1399544
0.1438593
0.1479864
0.1523555
0.1569883
0.1619095
0.1671467
0.1727314
0.178699
0.18509
0.1919508
0.1993347
0.2073031
0.2159274
0.2252907
0.2354906
0.246642
0.2588812
0.2723712
0.2873073
0.3039252
0.3225118
0.3434164
0.3670645
0.3939734
0.4247607
0.460132
0.5007985
0.5471857
0.5984961
0.6496224
0.6799421
0.6050146
0.0001075218
0
0
0
